Country,Year,Disease Name,Disease Category,Prevalence Rate (%),Incidence Rate (%),Mortality Rate (%),Age Group,Gender,Population Affected,Healthcare Access (%),Doctors per 1000,Hospital Beds per 1000,Treatment Type,Average Treatment Cost (USD),Availability of Vaccines/Treatment,Recovery Rate (%),DALYs,Improvement in 5 Years (%),Per Capita Income (USD),Education Index,Urbanization Rate (%)
USA,2024,Diabetes,Autoimmune,7.77,6.37,2.12,36-60,Male,550357,82.06,2.93,4.43,Therapy,45375,No,65.77,1054,5.91,60300,0.72,45.53
USA,2022,Measles,Neurological,9.84,14.38,6.56,0-18,Male,102005,86.35,3.63,0.9,Medication,18317,Yes,56.35,1964,5.52,79551,0.4,22.76
USA,2020,COVID-19,Autoimmune,1.61,6.85,5.2,19-35,Other,617524,77.98,3.63,0.97,Surgery,28148,Yes,59.9,153,2.72,44035,0.7,35.64
USA,2023,HIV/AIDS,Chronic,11.01,1.17,7.44,61+,Male,849947,53.19,0.6,8.32,Vaccination,3153,No,59.62,4228,1.86,51392,0.55,70.92
USA,2021,Tuberculosis,Neurological,0.85,4.07,9.32,0-18,Other,308337,85.88,2.47,3.78,Vaccination,40477,Yes,89.87,2820,0.96,51145,0.53,78.23
USA,2023,Ebola,Infectious,19.09,2.21,8.24,0-18,Other,564793,51.85,4.02,7.03,Therapy,35382,No,96.39,4578,2.14,80036,0.49,73.34
USA,2022,Tuberculosis,Chronic,2.67,10.82,9.81,36-60,Other,679432,72.14,3.35,4.93,Surgery,45471,No,97.9,142,6.22,59140,0.86,72.39
USA,2024,COVID-19,Cardiovascular,15.99,10.78,3.93,19-35,Female,318677,74.93,2.3,0.89,Vaccination,20449,Yes,94.88,2641,1.44,80464,0.48,79.53
USA,2020,Cancer,Bacterial,17.99,12.17,1.65,0-18,Female,400697,57.81,3.71,9.16,Therapy,17042,Yes,70.32,2074,1.27,23273,0.5,68.52
USA,2022,Leprosy,Metabolic,15.52,11.06,2.21,36-60,Male,828172,52.59,1.08,1.95,Medication,49590,No,53.02,2050,7.51,17296,0.74,41.04
USA,2022,Zika,Autoimmune,8.26,1.08,1.85,61+,Female,31585,73.86,3.89,0.71,Therapy,40351,Yes,85.91,2143,9.99,89681,0.48,48.42
USA,2023,Tuberculosis,Metabolic,10.37,8.16,5.77,61+,Male,623447,78.58,2.58,8.56,Vaccination,21001,Yes,85.45,2449,9.81,57097,0.74,45.26
USA,2023,Parkinson's Disease,Cardiovascular,18.3,0.88,3.26,19-35,Male,486459,53.31,4.79,3.26,Vaccination,22718,No,61.66,998,4.95,75982,0.6,82.36
USA,2021,Dengue,Chronic,19.52,12.45,3.32,19-35,Male,976517,68.63,4.42,3.9,Medication,32333,No,89.19,2036,5.92,62357,0.83,74.95
USA,2020,Alzheimer's Disease,Autoimmune,5.04,8.65,4.45,0-18,Other,327690,68.32,4.57,9.95,Surgery,17605,No,91.92,3711,7.28,25683,0.61,43.09
USA,2023,Leprosy,Chronic,0.75,6.3,4.64,19-35,Male,58859,62.83,1.76,4.97,Vaccination,30234,No,95.15,3503,5.31,99784,0.56,47.63
USA,2024,Cancer,Genetic,14.39,10.85,1.29,61+,Male,980434,88.38,2.21,1.42,Medication,48873,No,96.67,2315,4.85,61704,0.44,32.53
USA,2024,COVID-19,Parasitic,17.11,6.04,2.07,0-18,Other,635374,85.05,1.28,8.53,Medication,34271,No,53.97,3537,5.9,79336,0.68,41.95
USA,2023,Ebola,Bacterial,4.05,2.38,1.25,19-35,Female,42238,98.66,2.64,1.1,Therapy,10802,No,58.77,3408,5.28,34094,0.57,43.78
USA,2021,Asthma,Viral,2.47,2.1,4.29,36-60,Female,618157,98.65,4.65,4.65,Surgery,12922,Yes,88.62,1364,8.54,84850,0.64,39.35
USA,2021,Alzheimer's Disease,Viral,17.07,6.93,4.29,36-60,Female,913993,53.52,4.42,8.36,Medication,48261,No,92.33,4645,1.5,14100,0.86,64.86
USA,2020,Hypertension,Bacterial,17.0,10.75,0.16,19-35,Male,879098,98.27,0.68,8.25,Therapy,31477,No,74.12,1054,2.41,84039,0.7,21.07
USA,2021,Cancer,Bacterial,2.22,11.35,4.81,19-35,Male,660455,80.03,0.63,3.9,Vaccination,46744,No,84.22,2860,6.16,6253,0.81,26.8
USA,2020,Rabies,Parasitic,19.04,1.97,1.85,61+,Female,81103,91.21,4.74,3.23,Medication,7699,Yes,54.2,911,9.95,10924,0.43,74.16
USA,2020,Malaria,Viral,17.83,13.93,0.54,36-60,Female,991246,81.41,1.01,4.33,Surgery,48123,No,54.99,1530,9.51,85340,0.74,38.28
USA,2023,Hepatitis,Chronic,11.58,0.41,0.99,36-60,Female,26803,62.18,3.51,0.92,Surgery,14683,No,59.29,2919,7.24,24823,0.59,49.11
USA,2020,Polio,Viral,6.06,2.65,3.23,36-60,Male,806513,91.06,4.53,5.08,Therapy,14524,No,67.26,4628,8.22,75048,0.8,24.73
USA,2023,Tuberculosis,Autoimmune,2.85,1.14,9.29,19-35,Female,737027,72.36,4.93,1.53,Therapy,30416,Yes,53.47,4157,2.55,72863,0.89,71.34
USA,2020,Hypertension,Autoimmune,13.97,13.96,4.0,0-18,Male,446913,98.82,4.08,2.08,Therapy,36780,Yes,71.33,1687,9.3,33684,0.66,84.88
USA,2022,Influenza,Chronic,12.2,7.33,5.75,0-18,Other,268567,53.51,3.56,3.95,Therapy,13033,No,80.05,146,5.23,83285,0.56,66.96
USA,2020,Measles,Infectious,7.66,3.02,1.44,19-35,Female,904894,79.36,3.73,5.14,Vaccination,2043,Yes,70.05,2399,6.13,79388,0.65,21.38
USA,2020,COVID-19,Genetic,2.36,6.55,9.77,19-35,Male,789714,68.16,2.63,5.78,Medication,14414,No,75.59,1154,0.42,21983,0.74,63.49
USA,2020,Ebola,Neurological,3.22,3.97,6.5,0-18,Male,650446,76.83,1.28,1.26,Therapy,37825,No,70.11,609,6.8,10995,0.44,69.42
USA,2021,Ebola,Parasitic,7.62,11.18,5.92,61+,Other,821715,51.56,3.69,4.06,Medication,24577,Yes,84.58,1203,2.41,52739,0.47,66.12
USA,2023,Tuberculosis,Cardiovascular,7.37,2.72,1.1,19-35,Male,504392,60.6,1.22,7.04,Surgery,4642,Yes,66.75,2841,9.08,15084,0.67,36.03
USA,2022,Ebola,Genetic,19.3,4.56,7.96,0-18,Male,944216,62.57,4.25,5.38,Therapy,4324,No,58.1,4512,1.8,1214,0.89,58.61
USA,2022,Measles,Neurological,8.05,10.76,5.98,61+,Male,545160,68.95,4.54,8.97,Medication,48306,No,76.97,3501,4.55,61114,0.83,51.92
USA,2022,Zika,Neurological,5.8,5.48,9.1,0-18,Female,790353,52.85,3.46,3.1,Vaccination,15877,No,91.43,3429,5.29,47834,0.49,29.13
USA,2024,Tuberculosis,Neurological,1.39,11.32,0.83,36-60,Female,983775,86.96,0.56,7.42,Medication,37053,No,80.08,121,6.96,45165,0.69,60.53
USA,2024,Measles,Genetic,1.75,14.29,5.96,36-60,Other,113712,55.13,3.82,9.08,Medication,14667,No,63.36,4583,4.76,52354,0.81,47.89
USA,2020,Cholera,Autoimmune,12.18,10.08,4.26,36-60,Female,990540,82.56,3.42,4.2,Surgery,44436,No,89.44,1169,4.95,25775,0.51,78.62
USA,2021,Cholera,Genetic,2.71,6.38,5.49,61+,Female,808620,76.65,0.54,7.44,Vaccination,8423,Yes,77.63,2442,4.37,69671,0.86,85.23
USA,2020,Hepatitis,Neurological,15.94,7.92,1.49,0-18,Female,627976,90.55,2.14,0.65,Vaccination,43290,No,73.42,2549,7.0,38633,0.79,84.04
USA,2022,Hypertension,Cardiovascular,19.01,9.42,4.3,36-60,Male,945964,98.96,3.62,0.8,Therapy,3466,No,52.28,1354,0.39,40219,0.74,40.92
USA,2021,Zika,Viral,17.15,14.56,5.31,19-35,Male,823717,95.84,2.96,2.04,Vaccination,9643,No,72.5,4029,9.43,86847,0.86,47.36
USA,2021,Cancer,Bacterial,6.03,2.11,2.51,0-18,Other,720431,94.46,1.01,1.98,Surgery,9994,Yes,96.07,4402,7.27,58170,0.65,44.29
USA,2024,Cancer,Neurological,0.82,0.43,0.99,36-60,Female,476112,87.66,2.22,4.35,Therapy,35228,Yes,95.49,2696,8.2,25136,0.58,75.39
USA,2024,Hypertension,Autoimmune,2.26,14.94,0.81,61+,Female,545800,94.7,2.89,8.98,Therapy,288,Yes,82.24,3112,7.14,13476,0.88,33.41
USA,2022,Zika,Infectious,8.37,11.81,7.98,19-35,Female,980797,86.3,3.43,8.8,Therapy,22301,Yes,65.27,4360,9.51,38553,0.83,25.93
USA,2022,Cholera,Genetic,13.5,14.32,0.76,0-18,Female,798631,57.22,4.39,6.21,Vaccination,23661,Yes,92.25,1070,2.66,86458,0.88,21.06
USA,2024,Parkinson's Disease,Chronic,9.06,3.96,8.16,0-18,Male,375231,63.11,3.64,3.23,Vaccination,13166,No,54.71,4019,7.22,4235,0.64,36.49
USA,2021,Dengue,Genetic,0.28,10.33,0.65,19-35,Female,744210,81.64,2.17,8.61,Therapy,48132,Yes,73.54,4425,4.67,66015,0.63,20.79
USA,2022,Parkinson's Disease,Infectious,5.48,12.75,0.15,36-60,Female,28582,58.28,4.37,9.33,Vaccination,47807,Yes,78.71,3422,6.69,36672,0.49,84.51
USA,2021,COVID-19,Infectious,18.6,0.53,4.58,19-35,Female,35470,92.34,2.82,3.73,Surgery,41458,No,96.61,24,5.49,84991,0.56,51.77
USA,2023,Hypertension,Genetic,16.88,14.96,1.92,19-35,Other,913640,65.94,3.36,6.37,Surgery,13184,Yes,65.63,2728,2.22,79330,0.42,63.64
USA,2021,Measles,Genetic,3.15,12.58,8.69,19-35,Other,897239,57.4,1.66,9.97,Medication,13034,Yes,51.71,4618,8.51,93242,0.74,32.95
USA,2023,Influenza,Viral,18.28,11.12,0.74,61+,Male,848405,68.13,1.19,3.83,Surgery,10993,No,96.91,2499,2.86,7437,0.87,47.1
USA,2024,COVID-19,Bacterial,11.92,0.21,5.67,19-35,Other,208807,71.42,1.36,5.58,Medication,49623,No,80.56,2120,0.97,48994,0.46,72.9
USA,2024,Cholera,Metabolic,14.13,11.31,6.41,61+,Female,326173,55.65,1.06,1.35,Surgery,5133,Yes,77.22,3844,7.95,51829,0.68,46.32
USA,2024,Rabies,Metabolic,6.75,10.58,3.63,61+,Male,189331,90.31,1.16,4.69,Medication,21084,No,92.57,4699,6.0,14117,0.43,33.69
USA,2022,Malaria,Cardiovascular,12.28,1.63,6.68,0-18,Female,197975,89.45,3.5,3.54,Vaccination,34535,Yes,86.58,3107,9.75,49357,0.56,85.52
USA,2021,Leprosy,Respiratory,17.45,1.59,4.17,61+,Female,194763,94.57,4.76,7.35,Medication,6337,Yes,90.71,2739,6.96,83275,0.76,41.11
USA,2024,Cancer,Chronic,0.29,14.48,8.53,19-35,Male,754733,65.52,1.67,9.24,Medication,26002,Yes,80.65,243,0.83,97600,0.51,83.14
USA,2024,Parkinson's Disease,Metabolic,2.87,13.36,3.92,36-60,Other,625979,61.27,0.75,8.0,Vaccination,21433,Yes,91.54,569,1.49,41320,0.64,74.82
USA,2024,Leprosy,Genetic,13.21,7.67,0.5,36-60,Female,772761,59.11,2.1,2.0,Medication,1803,No,69.63,2198,0.19,32488,0.73,59.81
USA,2022,Leprosy,Parasitic,18.87,12.1,8.9,19-35,Male,734164,56.92,3.65,7.53,Vaccination,3725,Yes,89.71,4893,3.37,90886,0.58,34.77
USA,2020,HIV/AIDS,Viral,2.53,11.33,8.89,36-60,Male,738521,96.06,4.9,7.98,Medication,12660,No,87.16,2891,3.11,71478,0.5,26.48
USA,2022,Tuberculosis,Autoimmune,6.3,9.73,4.84,19-35,Male,829736,65.66,3.77,1.45,Surgery,33591,No,82.82,4127,3.52,31255,0.59,46.61
USA,2024,Hypertension,Infectious,9.2,10.2,3.1,19-35,Male,494136,63.42,3.69,2.4,Medication,34144,Yes,81.05,2987,1.64,47477,0.47,64.21
USA,2024,Measles,Neurological,10.68,6.97,5.42,61+,Female,413639,53.27,3.39,5.65,Therapy,36243,No,61.48,4024,2.11,15367,0.89,27.59
USA,2022,Zika,Neurological,7.13,12.85,5.94,0-18,Other,820643,74.31,0.55,1.78,Therapy,25969,Yes,98.84,1143,5.62,37337,0.4,47.27
USA,2022,Leprosy,Autoimmune,12.95,0.38,0.28,0-18,Male,875649,89.09,2.32,9.29,Medication,34590,No,79.24,2568,9.23,84119,0.7,79.67
USA,2021,Parkinson's Disease,Infectious,16.96,10.9,2.85,19-35,Male,127982,55.89,4.97,6.29,Vaccination,49226,No,60.96,2511,2.13,80318,0.65,22.62
USA,2022,Cholera,Infectious,8.2,5.78,8.85,61+,Male,601097,75.75,3.04,4.04,Vaccination,27713,No,74.84,308,0.64,42952,0.55,83.94
USA,2024,Zika,Genetic,12.67,8.33,1.43,0-18,Other,143855,51.18,2.78,4.29,Vaccination,34994,No,93.57,4440,0.68,88550,0.68,20.41
USA,2022,Diabetes,Cardiovascular,10.29,10.59,7.72,36-60,Female,748279,70.38,3.89,9.67,Vaccination,48072,Yes,51.56,2403,4.91,24755,0.77,83.61
USA,2023,Cancer,Autoimmune,6.64,11.22,3.27,36-60,Male,807083,91.18,2.72,2.46,Surgery,36250,Yes,77.68,3104,9.96,89981,0.55,25.96
USA,2022,Polio,Neurological,8.99,0.43,4.03,36-60,Female,918611,99.33,1.87,8.64,Surgery,28806,Yes,66.85,2800,1.38,28944,0.83,42.9
USA,2020,Tuberculosis,Autoimmune,13.06,10.14,5.2,19-35,Other,479647,55.13,1.36,4.74,Medication,20598,Yes,58.96,3357,0.84,31200,0.51,88.86
USA,2021,COVID-19,Cardiovascular,19.3,0.49,2.59,36-60,Female,502246,51.49,2.31,5.82,Therapy,32235,Yes,98.18,2443,4.95,12672,0.79,24.03
USA,2023,Hypertension,Chronic,3.87,8.61,8.35,36-60,Female,646380,61.11,3.05,7.5,Surgery,42770,Yes,84.14,2460,7.2,58078,0.59,80.44
USA,2022,Zika,Cardiovascular,10.35,1.16,3.46,19-35,Female,815521,93.89,4.48,7.67,Vaccination,16325,No,52.7,1273,0.83,13954,0.83,50.47
USA,2020,Leprosy,Metabolic,1.74,0.87,6.18,36-60,Female,25339,63.04,2.02,0.72,Medication,32129,No,52.9,2870,3.04,78501,0.45,84.68
USA,2020,COVID-19,Infectious,14.52,1.28,9.36,19-35,Female,990527,84.77,1.53,6.97,Medication,4066,Yes,71.38,1864,8.88,19058,0.53,77.36
USA,2022,COVID-19,Respiratory,0.51,3.63,5.11,61+,Male,729561,85.46,0.81,1.0,Surgery,19256,Yes,97.93,4324,5.3,30107,0.79,26.84
USA,2020,Measles,Metabolic,10.97,9.91,4.68,61+,Male,124039,66.28,3.45,9.8,Therapy,7951,Yes,86.09,1810,1.48,66837,0.88,47.23
USA,2020,Asthma,Respiratory,16.04,1.4,8.13,0-18,Male,275352,84.85,2.98,5.48,Surgery,36833,Yes,56.58,109,4.67,35027,0.72,73.92
USA,2024,Ebola,Neurological,0.42,7.95,7.51,19-35,Other,846522,75.66,3.41,3.12,Vaccination,14520,No,60.0,4286,2.58,4133,0.76,49.62
USA,2021,Parkinson's Disease,Parasitic,0.22,10.05,4.66,19-35,Female,76675,59.16,2.39,7.06,Surgery,21929,No,84.08,1704,3.17,14248,0.45,24.54
USA,2022,Influenza,Parasitic,9.48,6.79,5.49,19-35,Male,579307,71.05,4.26,1.64,Therapy,4286,Yes,71.76,4640,2.72,78134,0.82,41.93
USA,2024,Rabies,Cardiovascular,3.22,12.64,6.33,19-35,Female,24563,68.74,3.61,1.89,Therapy,21394,Yes,95.6,4674,1.63,79740,0.88,73.93
USA,2024,Influenza,Viral,19.77,14.51,8.63,36-60,Male,56471,96.83,1.37,8.54,Surgery,22442,Yes,68.13,4929,5.09,43471,0.83,35.19
USA,2020,Rabies,Autoimmune,19.45,5.82,2.56,19-35,Other,798924,82.46,4.44,2.61,Surgery,30839,No,65.87,2971,7.96,37284,0.46,38.24
USA,2024,Leprosy,Neurological,2.86,8.29,5.08,61+,Male,366247,51.89,2.92,5.01,Surgery,48204,Yes,73.94,3240,7.44,84276,0.6,71.13
USA,2024,Rabies,Chronic,4.84,6.15,6.84,36-60,Male,543566,84.63,1.39,9.29,Vaccination,18730,Yes,91.03,3398,5.8,24480,0.88,20.93
USA,2021,Diabetes,Genetic,2.81,5.75,2.05,0-18,Male,705568,57.83,3.17,4.49,Medication,27048,No,51.15,4049,1.77,15776,0.81,66.26
USA,2021,HIV/AIDS,Viral,8.27,5.52,4.82,19-35,Female,141310,68.23,4.69,7.38,Surgery,37254,Yes,94.45,3407,3.75,47910,0.54,85.71
USA,2024,COVID-19,Cardiovascular,11.83,8.11,8.59,19-35,Male,626021,99.0,1.46,2.12,Surgery,25605,No,60.44,1019,9.27,95403,0.55,39.59
USA,2023,Dengue,Cardiovascular,17.57,11.59,4.17,61+,Female,913015,53.95,0.77,6.77,Vaccination,8836,No,98.92,4567,1.77,49699,0.63,75.72
USA,2022,Cancer,Autoimmune,11.06,8.43,1.26,19-35,Female,888837,61.25,1.94,6.56,Medication,17379,No,59.52,131,1.02,32558,0.83,27.6
USA,2020,Measles,Viral,9.04,5.55,9.32,19-35,Male,58515,78.63,3.56,4.02,Medication,8556,No,60.83,3531,3.35,58213,0.67,64.08
USA,2020,Influenza,Chronic,2.98,8.13,0.75,36-60,Other,811641,86.89,1.87,4.71,Therapy,10516,Yes,54.62,4191,5.72,13770,0.7,38.55
USA,2024,Alzheimer's Disease,Respiratory,4.33,4.69,2.22,36-60,Other,251245,91.59,4.91,5.32,Medication,17152,Yes,55.62,1500,9.5,85276,0.72,63.57
USA,2020,Influenza,Autoimmune,19.69,8.62,4.8,61+,Other,654724,96.44,3.41,6.45,Therapy,26707,No,85.81,963,5.6,13094,0.82,81.63
USA,2021,Influenza,Neurological,7.96,11.21,1.48,19-35,Male,133185,70.15,1.85,0.91,Medication,25507,Yes,79.07,1568,3.36,96041,0.65,38.67
USA,2020,Parkinson's Disease,Parasitic,19.61,2.29,7.84,36-60,Male,572297,70.02,2.5,5.55,Medication,43323,Yes,82.09,2873,6.84,74439,0.65,76.75
USA,2024,COVID-19,Chronic,16.59,3.68,7.3,61+,Male,501172,95.74,1.06,9.45,Medication,30989,Yes,93.46,664,0.81,40630,0.6,31.36
USA,2023,Tuberculosis,Neurological,19.5,9.98,5.2,36-60,Male,179783,65.99,4.16,0.76,Therapy,34843,Yes,65.88,4013,4.16,66520,0.81,65.65
USA,2024,Hepatitis,Genetic,3.1,2.33,3.42,61+,Other,765542,77.78,1.3,4.97,Surgery,39762,Yes,89.8,4448,4.24,53130,0.88,66.34
USA,2024,Diabetes,Neurological,10.61,12.94,9.63,0-18,Other,882922,70.53,4.69,7.92,Surgery,30268,No,90.42,2565,0.38,1308,0.7,22.0
USA,2022,Parkinson's Disease,Cardiovascular,8.86,6.59,3.6,0-18,Other,975553,77.32,3.52,8.77,Medication,45402,Yes,78.84,3996,2.18,27094,0.7,48.75
USA,2020,HIV/AIDS,Metabolic,4.2,2.32,1.47,36-60,Other,870590,94.11,2.29,6.54,Surgery,42429,No,60.09,2079,6.21,95663,0.49,61.91
USA,2023,Leprosy,Genetic,15.38,8.19,6.2,61+,Male,992021,81.06,2.12,3.07,Surgery,15098,Yes,90.81,3278,4.32,99027,0.75,21.14
USA,2021,Zika,Neurological,3.82,0.25,6.59,61+,Female,369087,51.4,3.91,8.54,Surgery,7470,Yes,82.79,324,8.46,45351,0.41,21.21
USA,2023,Influenza,Respiratory,15.78,5.94,3.08,19-35,Female,595966,69.48,4.4,6.66,Vaccination,40006,Yes,75.1,816,5.56,16223,0.47,20.66
USA,2021,Hepatitis,Bacterial,12.01,10.39,8.6,36-60,Male,872935,59.41,2.28,4.68,Medication,35814,Yes,83.79,191,9.77,69785,0.69,44.04
USA,2020,Measles,Metabolic,1.5,8.56,2.81,19-35,Other,799990,99.17,3.97,4.08,Vaccination,3148,No,61.7,2016,2.41,79197,0.61,46.43
USA,2022,Measles,Respiratory,2.74,1.69,3.08,61+,Male,269952,68.4,0.72,1.83,Surgery,26244,Yes,64.13,2527,2.89,62347,0.54,23.9
USA,2023,HIV/AIDS,Chronic,5.61,0.74,6.4,36-60,Female,15188,56.87,4.83,1.18,Vaccination,37779,No,91.27,2076,9.77,54449,0.48,57.86
USA,2021,Cancer,Cardiovascular,16.18,0.43,2.28,0-18,Other,272430,67.66,0.77,3.61,Medication,12652,Yes,72.38,2340,3.9,33409,0.51,68.92
USA,2022,Tuberculosis,Viral,12.75,6.52,0.14,0-18,Female,5074,78.49,3.31,1.77,Medication,20341,Yes,62.04,758,7.96,37498,0.61,58.33
USA,2022,HIV/AIDS,Genetic,5.3,9.91,2.29,36-60,Female,652079,81.53,2.3,3.44,Medication,27604,Yes,70.47,1053,7.33,46025,0.62,67.71
USA,2024,HIV/AIDS,Genetic,9.44,4.74,5.52,0-18,Male,232462,60.0,1.86,7.21,Medication,24768,Yes,74.88,596,1.29,30140,0.79,75.08
USA,2022,HIV/AIDS,Respiratory,3.51,10.96,5.11,61+,Other,930940,56.66,2.3,7.64,Medication,26811,Yes,72.61,3431,8.85,83725,0.43,61.87
USA,2023,Cancer,Respiratory,14.93,11.75,4.97,19-35,Other,74806,69.62,1.36,4.94,Therapy,25381,Yes,65.95,100,3.06,33120,0.45,47.14
USA,2023,Zika,Cardiovascular,18.87,0.91,9.3,61+,Male,29918,77.06,3.58,3.95,Vaccination,9728,No,52.45,4415,1.82,50640,0.61,38.09
USA,2020,Asthma,Autoimmune,19.15,9.57,1.4,36-60,Other,185153,51.24,1.85,6.61,Medication,6431,No,57.41,1253,5.35,23391,0.75,69.3
USA,2021,Dengue,Cardiovascular,18.38,12.45,9.36,36-60,Male,170432,72.24,4.95,7.2,Therapy,34900,No,69.22,973,0.17,69502,0.41,62.61
USA,2024,Parkinson's Disease,Genetic,9.51,9.01,8.82,19-35,Female,296574,84.06,2.1,8.0,Therapy,23417,No,82.18,3290,5.05,64068,0.6,88.35
USA,2021,Hypertension,Metabolic,7.81,4.04,4.23,0-18,Other,290273,83.33,3.84,6.63,Vaccination,41676,No,73.35,2134,3.73,58361,0.76,59.79
USA,2024,Ebola,Infectious,13.49,9.92,4.59,61+,Other,295735,84.33,0.58,5.85,Vaccination,40938,Yes,94.87,725,8.03,51800,0.42,65.56
USA,2024,Hypertension,Chronic,8.34,9.33,9.6,0-18,Other,696167,94.82,1.25,6.61,Vaccination,16340,No,77.76,193,5.2,4405,0.51,27.7
USA,2023,Diabetes,Metabolic,8.48,6.81,7.55,0-18,Other,756961,94.91,4.98,2.63,Medication,23214,Yes,75.39,1660,6.89,5337,0.63,23.68
USA,2022,Dengue,Genetic,16.88,13.47,4.38,19-35,Female,459476,80.29,2.11,4.69,Vaccination,36922,Yes,93.11,72,3.39,89687,0.67,34.23
USA,2024,Cancer,Chronic,12.69,13.96,0.34,61+,Male,865811,52.74,3.31,1.73,Therapy,40727,Yes,79.97,2061,1.31,42145,0.46,25.43
USA,2024,Polio,Viral,13.42,4.59,2.29,36-60,Female,702631,76.31,4.46,6.68,Therapy,4276,No,79.76,4640,7.1,55986,0.89,53.7
USA,2021,Dengue,Viral,19.59,10.07,8.69,61+,Other,91257,82.72,1.49,6.79,Vaccination,22886,Yes,56.37,4311,7.54,88405,0.85,35.6
USA,2023,Alzheimer's Disease,Autoimmune,15.0,10.46,5.99,19-35,Male,276726,74.56,0.97,2.53,Vaccination,41328,No,84.18,4638,2.49,37673,0.43,46.77
USA,2023,Ebola,Viral,19.55,1.19,3.76,61+,Male,850398,82.08,2.73,9.81,Vaccination,8471,Yes,73.16,1702,4.81,12028,0.78,58.25
USA,2023,Zika,Genetic,9.78,13.79,1.5,36-60,Female,760984,70.49,4.94,3.4,Therapy,3211,Yes,58.93,656,5.35,93772,0.42,64.74
USA,2020,Alzheimer's Disease,Respiratory,6.31,8.64,1.58,19-35,Other,55048,56.69,1.52,6.22,Medication,26764,No,68.16,440,3.85,96583,0.46,25.41
USA,2020,HIV/AIDS,Autoimmune,19.38,1.48,9.54,36-60,Other,971356,51.01,2.59,3.75,Medication,41779,No,82.1,4353,7.66,80819,0.68,51.74
USA,2022,Influenza,Chronic,19.56,5.95,0.67,19-35,Female,859921,90.54,4.39,5.38,Vaccination,28289,Yes,84.16,3388,0.24,69809,0.78,79.36
USA,2020,Diabetes,Metabolic,1.81,11.27,7.86,36-60,Other,167478,62.25,1.34,1.5,Surgery,25370,Yes,87.79,4793,6.9,81110,0.86,55.31
USA,2020,Leprosy,Infectious,16.87,2.47,9.96,61+,Female,264349,83.39,2.75,4.32,Medication,12964,Yes,54.59,775,9.97,70967,0.53,74.29
USA,2023,Malaria,Infectious,0.86,8.27,5.2,0-18,Female,941609,50.1,3.26,5.82,Therapy,8533,No,73.76,3770,1.99,77055,0.5,24.14
USA,2021,Dengue,Metabolic,19.73,9.33,6.81,0-18,Other,818222,79.44,2.25,9.4,Vaccination,23837,Yes,62.4,1443,3.39,95070,0.88,80.33
USA,2021,Tuberculosis,Viral,8.42,5.28,8.48,36-60,Male,641961,88.28,2.4,7.25,Vaccination,13323,No,96.92,3658,3.63,59972,0.59,63.69
USA,2023,Tuberculosis,Neurological,2.42,2.24,3.31,19-35,Other,793968,91.33,2.57,9.7,Surgery,48757,No,87.58,116,3.67,97895,0.57,78.47
USA,2022,Asthma,Neurological,19.75,9.72,5.41,19-35,Male,963962,50.28,1.15,4.66,Vaccination,45321,No,69.06,1418,5.48,87259,0.87,35.76
USA,2022,Hypertension,Genetic,10.94,12.63,0.53,19-35,Male,401199,56.94,4.57,8.65,Surgery,10636,Yes,80.67,3050,8.36,35261,0.44,51.81
USA,2020,Alzheimer's Disease,Infectious,17.04,8.76,0.4,0-18,Male,823896,73.83,4.97,1.5,Vaccination,44198,No,76.0,4523,6.42,87867,0.52,56.94
USA,2022,Hypertension,Infectious,19.71,5.86,9.35,19-35,Other,130237,62.53,1.53,6.91,Surgery,38115,No,68.29,4924,7.42,52045,0.42,54.41
USA,2022,Tuberculosis,Autoimmune,1.19,10.94,1.87,36-60,Female,971486,78.33,0.61,6.99,Therapy,10278,Yes,85.11,2887,2.5,73102,0.73,23.98
USA,2022,Dengue,Autoimmune,0.65,14.87,3.44,36-60,Female,780664,62.25,1.82,1.55,Medication,15450,Yes,92.88,4094,7.07,42414,0.43,39.02
USA,2024,Measles,Respiratory,10.55,7.48,7.61,19-35,Female,877128,67.38,4.54,9.02,Vaccination,27234,Yes,86.91,223,5.09,82145,0.56,59.96
USA,2020,Malaria,Viral,13.5,7.36,8.45,19-35,Male,578123,93.17,2.83,6.66,Surgery,10238,Yes,74.01,1622,4.15,94152,0.45,77.47
USA,2021,Parkinson's Disease,Neurological,7.48,11.05,1.83,61+,Other,842408,98.81,4.54,1.7,Medication,13256,No,96.47,3738,9.67,713,0.46,68.81
USA,2024,Diabetes,Bacterial,11.73,6.64,3.47,19-35,Female,989064,75.38,3.87,7.3,Therapy,22244,No,56.72,1680,2.68,44429,0.53,27.52
USA,2020,Parkinson's Disease,Parasitic,17.5,11.82,9.46,19-35,Male,478867,98.36,3.44,6.5,Therapy,12462,Yes,97.94,2621,1.59,88956,0.56,41.89
USA,2021,Leprosy,Respiratory,0.81,1.9,0.51,0-18,Male,704734,57.22,4.11,9.43,Medication,20240,No,58.23,3251,9.86,14370,0.72,76.43
USA,2021,Rabies,Viral,7.25,9.5,5.39,0-18,Male,465914,61.08,3.27,2.49,Surgery,33211,Yes,94.88,2994,6.04,47358,0.61,75.28
USA,2024,Ebola,Parasitic,19.37,7.02,1.52,19-35,Female,271908,59.86,4.22,2.92,Vaccination,19312,No,51.02,3503,1.07,71777,0.42,31.6
